prior_s,vpre_0_frequency_hz,vpre_1_frequency_hz,gap_less_than_prior
5.000000000000e-06,200,540,1
3.000000000000e-06,200,540,1
2.000000000000e-06,200,540,1
2.500000000000e-05,200,560,1
1.000000000000e-05,200,560,1
5.000000000000e-06,200,560,1
3.000000000000e-06,200,560,1
2.000000000000e-06,200,560,1
2.500000000000e-05,200,580,1
1.000000000000e-05,200,580,1
5.000000000000e-06,200,580,1
3.000000000000e-06,200,580,1
2.000000000000e-06,200,580,1
2.500000000000e-05,200,600,1
1.000000000000e-05,200,600,1
5.000000000000e-06,200,600,1
3.000000000000e-06,200,600,1
2.000000000000e-06,200,600,1
2.500000000000e-05,200,620,1
1.000000000000e-05,200,620,1
5.000000000000e-06,200,620,1
3.000000000000e-06,200,620,1
2.000000000000e-06,200,620,1
2.500000000000e-05,200,640,1
1.000000000000e-05,200,640,1
5.000000000000e-06,200,640,1
3.000000000000e-06,200,640,1
2.000000000000e-06,200,640,1
2.500000000000e-05,200,660,1
1.000000000000e-05,200,660,1
5.000000000000e-06,200,660,1
3.000000000000e-06,200,660,1
2.000000000000e-06,200,660,1
2.500000000000e-05,200,680,1
1.000000000000e-05,200,680,1
5.000000000000e-06,200,680,1
3.000000000000e-06,200,680,1
2.000000000000e-06,200,680,1
2.500000000000e-05,200,700,1
1.000000000000e-05,200,700,1
5.000000000000e-06,200,700,1
3.000000000000e-06,200,700,1
2.000000000000e-06,200,700,1
2.500000000000e-05,200,720,1
1.000000000000e-05,200,720,1
5.000000000000e-06,200,720,1
3.000000000000e-06,200,720,1
2.000000000000e-06,200,720,1
2.500000000000e-05,200,740,1
1.000000000000e-05,200,740,1
5.000000000000e-06,200,740,1
3.000000000000e-06,200,740,1
2.000000000000e-06,200,740,1
2.500000000000e-05,200,760,1
1.000000000000e-05,200,760,1
5.000000000000e-06,200,760,1
3.000000000000e-06,200,760,1
2.000000000000e-06,200,760,1
2.500000000000e-05,200,780,1
1.000000000000e-05,200,780,1
5.000000000000e-06,200,780,1
3.000000000000e-06,200,780,1
2.000000000000e-06,200,780,1
2.500000000000e-05,200,800,1
1.000000000000e-05,200,800,1
5.000000000000e-06,200,800,1
3.000000000000e-06,200,800,1
2.000000000000e-06,200,800,1
2.500000000000e-05,200,820,1
1.000000000000e-05,200,820,1
5.000000000000e-06,200,820,1
3.000000000000e-06,200,820,1
2.000000000000e-06,200,820,1
2.500000000000e-05,200,840,1
1.000000000000e-05,200,840,1
5.000000000000e-06,200,840,1
3.000000000000e-06,200,840,1
2.000000000000e-06,200,840,1
2.500000000000e-05,200,860,1
1.000000000000e-05,200,860,1
5.000000000000e-06,200,860,1
3.000000000000e-06,200,860,1
2.000000000000e-06,200,860,1
2.500000000000e-05,200,880,1
1.000000000000e-05,200,880,1
5.000000000000e-06,200,880,1
3.000000000000e-06,200,880,1
2.000000000000e-06,200,880,1
2.500000000000e-05,200,900,1
1.000000000000e-05,200,900,1
5.000000000000e-06,200,900,1
3.000000000000e-06,200,900,1
2.000000000000e-06,200,900,1
2.500000000000e-05,200,920,1
1.000000000000e-05,200,920,1
5.000000000000e-06,200,920,1
3.000000000000e-06,200,920,1
2.000000000000e-06,200,920,1
2.500000000000e-05,200,940,1
1.000000000000e-05,200,940,1
5.000000000000e-06,200,940,1
3.000000000000e-06,200,940,1
2.000000000000e-06,200,940,1
2.500000000000e-05,200,960,1
1.000000000000e-05,200,960,1
5.000000000000e-06,200,960,1
3.000000000000e-06,200,960,1
2.000000000000e-06,200,960,1
2.500000000000e-05,200,980,1
1.000000000000e-05,200,980,1
5.000000000000e-06,200,980,1
3.000000000000e-06,200,980,1
2.000000000000e-06,200,980,1
2.500000000000e-05,200,1000,1
1.000000000000e-05,200,1000,1
5.000000000000e-06,200,1000,1
3.000000000000e-06,200,1000,1
2.000000000000e-06,200,1000,1
2.500000000000e-05,220,0,1
1.000000000000e-05,220,0,0
5.000000000000e-06,220,0,0
3.000000000000e-06,220,0,0
2.000000000000e-06,220,0,0
2.500000000000e-05,220,20,1
1.000000000000e-05,220,20,0
5.000000000000e-06,220,20,0
3.000000000000e-06,220,20,0
2.000000000000e-06,220,20,0
2.500000000000e-05,220,40,1
1.000000000000e-05,220,40,0
5.000000000000e-06,220,40,0
3.000000000000e-06,220,40,0
2.000000000000e-06,220,40,0
2.500000000000e-05,220,60,1
1.000000000000e-05,220,60,1
5.000000000000e-06,220,60,0
3.000000000000e-06,220,60,0
2.000000000000e-06,220,60,0
2.500000000000e-05,220,80,1
1.000000000000e-05,220,80,1
5.000000000000e-06,220,80,0
3.000000000000e-06,220,80,0
2.000000000000e-06,220,80,0
2.500000000000e-05,220,100,1
1.000000000000e-05,220,100,1
5.000000000000e-06,220,100,1
3.000000000000e-06,220,100,0
2.000000000000e-06,220,100,0
2.500000000000e-05,220,120,1
1.000000000000e-05,220,120,1
5.000000000000e-06,220,120,1
3.000000000000e-06,220,120,0
2.000000000000e-06,220,120,0
2.500000000000e-05,220,140,1
1.000000000000e-05,220,140,1
5.000000000000e-06,220,140,1
3.000000000000e-06,220,140,1
2.000000000000e-06,220,140,0
2.500000000000e-05,220,160,1
1.000000000000e-05,220,160,1
5.000000000000e-06,220,160,1
3.000000000000e-06,220,160,1
2.000000000000e-06,220,160,0
2.500000000000e-05,220,180,1
1.000000000000e-05,220,180,1
5.000000000000e-06,220,180,1
3.000000000000e-06,220,180,1
2.000000000000e-06,220,180,1
2.500000000000e-05,220,200,1
1.000000000000e-05,220,200,1
5.000000000000e-06,220,200,1
3.000000000000e-06,220,200,1
2.000000000000e-06,220,200,1
2.500000000000e-05,220,220,1
1.000000000000e-05,220,220,1
5.000000000000e-06,220,220,1
3.000000000000e-06,220,220,1
2.000000000000e-06,220,220,1
2.500000000000e-05,220,240,1
1.000000000000e-05,220,240,1
5.000000000000e-06,220,240,1
3.000000000000e-06,220,240,1
2.000000000000e-06,220,240,1
2.500000000000e-05,220,260,1
1.000000000000e-05,220,260,1
5.000000000000e-06,220,260,1
3.000000000000e-06,220,260,1
2.000000000000e-06,220,260,1
2.500000000000e-05,220,280,1
1.000000000000e-05,220,280,1
5.000000000000e-06,220,280,1
3.000000000000e-06,220,280,1
2.000000000000e-06,220,280,1
2.500000000000e-05,220,300,1
1.000000000000e-05,220,300,1
5.000000000000e-06,220,300,1
3.000000000000e-06,220,300,1
2.000000000000e-06,220,300,1
2.500000000000e-05,220,320,1
1.000000000000e-05,220,320,1
5.000000000000e-06,220,320,1
3.000000000000e-06,220,320,1
2.000000000000e-06,220,320,1
2.500000000000e-05,220,340,1
1.000000000000e-05,220,340,1
5.000000000000e-06,220,340,1
3.000000000000e-06,220,340,1
2.000000000000e-06,220,340,1
2.500000000000e-05,220,360,1
1.000000000000e-05,220,360,1
5.000000000000e-06,220,360,1
3.000000000000e-06,220,360,1
2.000000000000e-06,220,360,1
2.500000000000e-05,220,380,1
1.000000000000e-05,220,380,1
5.000000000000e-06,220,380,1
3.000000000000e-06,220,380,1
2.000000000000e-06,220,380,1
2.500000000000e-05,220,400,1
1.000000000000e-05,220,400,1
5.000000000000e-06,220,400,1
3.000000000000e-06,220,400,1
2.000000000000e-06,220,400,1
2.500000000000e-05,220,420,1
1.000000000000e-05,220,420,1
5.000000000000e-06,220,420,1
3.000000000000e-06,220,420,1
2.000000000000e-06,220,420,1
2.500000000000e-05,220,440,1
1.000000000000e-05,220,440,1
5.000000000000e-06,220,440,1
3.000000000000e-06,220,440,1
2.000000000000e-06,220,440,1
2.500000000000e-05,220,460,1
1.000000000000e-05,220,460,1
5.000000000000e-06,220,460,1
3.000000000000e-06,220,460,1
2.000000000000e-06,220,460,1
2.500000000000e-05,220,480,1
1.000000000000e-05,220,480,1
5.000000000000e-06,220,480,1
3.000000000000e-06,220,480,1
2.000000000000e-06,220,480,1
2.500000000000e-05,220,500,1
1.000000000000e-05,220,500,1
5.000000000000e-06,220,500,1
3.000000000000e-06,220,500,1
2.000000000000e-06,220,500,1
2.500000000000e-05,220,520,1
1.000000000000e-05,220,520,1
5.000000000000e-06,220,520,1
3.000000000000e-06,220,520,1
2.000000000000e-06,220,520,1
2.500000000000e-05,220,540,1
1.000000000000e-05,220,540,1
5.000000000000e-06,220,540,1
3.000000000000e-06,220,540,1
2.000000000000e-06,220,540,1
2.500000000000e-05,220,560,1
1.000000000000e-05,220,560,1
5.000000000000e-06,220,560,1
3.000000000000e-06,220,560,1
2.000000000000e-06,220,560,1
2.500000000000e-05,220,580,1
1.000000000000e-05,220,580,1
5.000000000000e-06,220,580,1
3.000000000000e-06,220,580,1
2.000000000000e-06,220,580,1
2.500000000000e-05,220,600,1
1.000000000000e-05,220,600,1
5.000000000000e-06,220,600,1
3.000000000000e-06,220,600,1
2.000000000000e-06,220,600,1
2.500000000000e-05,220,620,1
1.000000000000e-05,220,620,1
5.000000000000e-06,220,620,1
3.000000000000e-06,220,620,1
2.000000000000e-06,220,620,1
2.500000000000e-05,220,640,1
1.000000000000e-05,220,640,1
5.000000000000e-06,220,640,1
3.000000000000e-06,220,640,1
2.000000000000e-06,220,640,1
2.500000000000e-05,220,660,1
1.000000000000e-05,220,660,1
5.000000000000e-06,220,660,1
3.000000000000e-06,220,660,1
2.000000000000e-06,220,660,1
2.500000000000e-05,220,680,1
1.000000000000e-05,220,680,1
5.000000000000e-06,220,680,1
3.000000000000e-06,220,680,1
2.000000000000e-06,220,680,1
2.500000000000e-05,220,700,1
1.000000000000e-05,220,700,1
5.000000000000e-06,220,700,1
3.000000000000e-06,220,700,1
2.000000000000e-06,220,700,1
2.500000000000e-05,220,720,1
1.000000000000e-05,220,720,1
5.000000000000e-06,220,720,1
3.000000000000e-06,220,720,1
2.000000000000e-06,220,720,1
2.500000000000e-05,220,740,1
1.000000000000e-05,220,740,1
5.000000000000e-06,220,740,1
3.000000000000e-06,220,740,1
2.000000000000e-06,220,740,1
2.500000000000e-05,220,760,1
1.000000000000e-05,220,760,1
5.000000000000e-06,220,760,1
3.000000000000e-06,220,760,1
2.000000000000e-06,220,760,1
2.500000000000e-05,220,780,1
1.000000000000e-05,220,780,1
5.000000000000e-06,220,780,1
3.000000000000e-06,220,780,1
2.000000000000e-06,220,780,1
2.500000000000e-05,220,800,1
1.000000000000e-05,220,800,1
5.000000000000e-06,220,800,1
3.000000000000e-06,220,800,1
2.000000000000e-06,220,800,1
2.500000000000e-05,220,820,1
1.000000000000e-05,220,820,1
5.000000000000e-06,220,820,1
3.000000000000e-06,220,820,1
2.000000000000e-06,220,820,1
2.500000000000e-05,220,840,1
1.000000000000e-05,220,840,1
5.000000000000e-06,220,840,1
3.000000000000e-06,220,840,1
2.000000000000e-06,220,840,1
2.500000000000e-05,220,860,1
1.000000000000e-05,220,860,1
5.000000000000e-06,220,860,1
3.000000000000e-06,220,860,1
2.000000000000e-06,220,860,1
2.500000000000e-05,220,880,1
1.000000000000e-05,220,880,1
5.000000000000e-06,220,880,1
3.000000000000e-06,220,880,1
2.000000000000e-06,220,880,1
2.500000000000e-05,220,900,1
1.000000000000e-05,220,900,1
5.000000000000e-06,220,900,1
3.000000000000e-06,220,900,1
2.000000000000e-06,220,900,1
2.500000000000e-05,220,920,1
1.000000000000e-05,220,920,1
5.000000000000e-06,220,920,1
3.000000000000e-06,220,920,1
2.000000000000e-06,220,920,1
2.500000000000e-05,220,940,1
1.000000000000e-05,220,940,1
5.000000000000e-06,220,940,1
3.000000000000e-06,220,940,1
2.000000000000e-06,220,940,1
2.500000000000e-05,220,960,1
1.000000000000e-05,220,960,1
5.000000000000e-06,220,960,1
3.000000000000e-06,220,960,1
2.000000000000e-06,220,960,1
2.500000000000e-05,220,980,1
1.000000000000e-05,220,980,1
5.000000000000e-06,220,980,1
3.000000000000e-06,220,980,1
2.000000000000e-06,220,980,1
2.500000000000e-05,220,1000,1
1.000000000000e-05,220,1000,1
5.000000000000e-06,220,1000,1
3.000000000000e-06,220,1000,1
2.000000000000e-06,220,1000,1
2.500000000000e-05,240,0,1
1.000000000000e-05,240,0,0
5.000000000000e-06,240,0,0
3.000000000000e-06,240,0,0
2.000000000000e-06,240,0,0
2.500000000000e-05,240,20,1
1.000000000000e-05,240,20,0
5.000000000000e-06,240,20,0
3.000000000000e-06,240,20,0
2.000000000000e-06,240,20,0
2.500000000000e-05,240,40,1
1.000000000000e-05,240,40,1
5.000000000000e-06,240,40,1
3.000000000000e-06,240,40,1
2.000000000000e-06,240,40,1
2.500000000000e-05,240,60,1
1.000000000000e-05,240,60,1
5.000000000000e-06,240,60,0
3.000000000000e-06,240,60,0
2.000000000000e-06,240,60,0
2.500000000000e-05,240,80,1
1.000000000000e-05,240,80,1
5.000000000000e-06,240,80,0
3.000000000000e-06,240,80,0
2.000000000000e-06,240,80,0
2.500000000000e-05,240,100,1
1.000000000000e-05,240,100,1
5.000000000000e-06,240,100,1
3.000000000000e-06,240,100,0
2.000000000000e-06,240,100,0
2.500000000000e-05,240,120,1
1.000000000000e-05,240,120,1
5.000000000000e-06,240,120,1
3.000000000000e-06,240,120,0
2.000000000000e-06,240,120,0
2.500000000000e-05,240,140,1
1.000000000000e-05,240,140,1
5.000000000000e-06,240,140,1
3.000000000000e-06,240,140,1
2.000000000000e-06,240,140,0
2.500000000000e-05,240,160,1
1.000000000000e-05,240,160,1
5.000000000000e-06,240,160,1
3.000000000000e-06,240,160,1
2.000000000000e-06,240,160,0
2.500000000000e-05,240,180,1
1.000000000000e-05,240,180,1
5.000000000000e-06,240,180,1
3.000000000000e-06,240,180,1
2.000000000000e-06,240,180,1
2.500000000000e-05,240,200,1
1.000000000000e-05,240,200,1
5.000000000000e-06,240,200,1
3.000000000000e-06,240,200,1
2.000000000000e-06,240,200,1
2.500000000000e-05,240,220,1
1.000000000000e-05,240,220,1
5.000000000000e-06,240,220,1
3.000000000000e-06,240,220,1
2.000000000000e-06,240,220,1
2.500000000000e-05,240,240,1
1.000000000000e-05,240,240,1
5.000000000000e-06,240,240,1
3.000000000000e-06,240,240,1
2.000000000000e-06,240,240,1
2.500000000000e-05,240,260,1
1.000000000000e-05,240,260,1
5.000000000000e-06,240,260,1
3.000000000000e-06,240,260,1
2.000000000000e-06,240,260,1
2.500000000000e-05,240,280,1
1.000000000000e-05,240,280,1
5.000000000000e-06,240,280,1
3.000000000000e-06,240,280,1
2.000000000000e-06,240,280,1
2.500000000000e-05,240,300,1
1.000000000000e-05,240,300,1
5.000000000000e-06,240,300,1
3.000000000000e-06,240,300,1
2.000000000000e-06,240,300,1
2.500000000000e-05,240,320,1
1.000000000000e-05,240,320,1
5.000000000000e-06,240,320,1
3.000000000000e-06,240,320,1
2.000000000000e-06,240,320,1
2.500000000000e-05,240,340,1
1.000000000000e-05,240,340,1
5.000000000000e-06,240,340,1
3.000000000000e-06,240,340,1
2.000000000000e-06,240,340,1
2.500000000000e-05,240,360,1
1.000000000000e-05,240,360,1
5.000000000000e-06,240,360,1
3.000000000000e-06,240,360,1
2.000000000000e-06,240,360,1
2.500000000000e-05,240,380,1
1.000000000000e-05,240,380,1
5.000000000000e-06,240,380,1
3.000000000000e-06,240,380,1
2.000000000000e-06,240,380,1
2.500000000000e-05,240,400,1
1.000000000000e-05,240,400,1
5.000000000000e-06,240,400,1
3.000000000000e-06,240,400,1
2.000000000000e-06,240,400,1
2.500000000000e-05,240,420,1
1.000000000000e-05,240,420,1
5.000000000000e-06,240,420,1
3.000000000000e-06,240,420,1
2.000000000000e-06,240,420,1
2.500000000000e-05,240,440,1
1.000000000000e-05,240,440,1
5.000000000000e-06,240,440,1
3.000000000000e-06,240,440,1
2.000000000000e-06,240,440,1
2.500000000000e-05,240,460,1
1.000000000000e-05,240,460,1
5.000000000000e-06,240,460,1
3.000000000000e-06,240,460,1
2.000000000000e-06,240,460,1
2.500000000000e-05,240,480,1
1.000000000000e-05,240,480,1
5.000000000000e-06,240,480,1
3.000000000000e-06,240,480,1
2.000000000000e-06,240,480,1
2.500000000000e-05,240,500,1
1.000000000000e-05,240,500,1
5.000000000000e-06,240,500,1
3.000000000000e-06,240,500,1
2.000000000000e-06,240,500,1
2.500000000000e-05,240,520,1
1.000000000000e-05,240,520,1
5.000000000000e-06,240,520,1
3.000000000000e-06,240,520,1
2.000000000000e-06,240,520,1
2.500000000000e-05,240,540,1
1.000000000000e-05,240,540,1
5.000000000000e-06,240,540,1
3.000000000000e-06,240,540,1
2.000000000000e-06,240,540,1
2.500000000000e-05,240,560,1
1.000000000000e-05,240,560,1
5.000000000000e-06,240,560,1
3.000000000000e-06,240,560,1
2.000000000000e-06,240,560,1
2.500000000000e-05,240,580,1
1.000000000000e-05,240,580,1
5.000000000000e-06,240,580,1
3.000000000000e-06,240,580,1
2.000000000000e-06,240,580,1
2.500000000000e-05,240,600,1
1.000000000000e-05,240,600,1
5.000000000000e-06,240,600,1
3.000000000000e-06,240,600,1
2.000000000000e-06,240,600,1
2.500000000000e-05,240,620,1
1.000000000000e-05,240,620,1
5.000000000000e-06,240,620,1
3.000000000000e-06,240,620,1
2.000000000000e-06,240,620,1
2.500000000000e-05,240,640,1
1.000000000000e-05,240,640,1
5.000000000000e-06,240,640,1
3.000000000000e-06,240,640,1
2.000000000000e-06,240,640,1
2.500000000000e-05,240,660,1
1.000000000000e-05,240,660,1
5.000000000000e-06,240,660,1
3.000000000000e-06,240,660,1
2.000000000000e-06,240,660,1
2.500000000000e-05,240,680,1
1.000000000000e-05,240,680,1
5.000000000000e-06,240,680,1
3.000000000000e-06,240,680,1
2.000000000000e-06,240,680,1
2.500000000000e-05,240,700,1
1.000000000000e-05,240,700,1
5.000000000000e-06,240,700,1
3.000000000000e-06,240,700,1
2.000000000000e-06,240,700,1
2.500000000000e-05,240,720,1
1.000000000000e-05,240,720,1
5.000000000000e-06,240,720,1
3.000000000000e-06,240,720,1
2.000000000000e-06,240,720,1
2.500000000000e-05,240,740,1
1.000000000000e-05,240,740,1
5.000000000000e-06,240,740,1
3.000000000000e-06,240,740,1
2.000000000000e-06,240,740,1
2.500000000000e-05,240,760,1
1.000000000000e-05,240,760,1
5.000000000000e-06,240,760,1
3.000000000000e-06,240,760,1
2.000000000000e-06,240,760,1
2.500000000000e-05,240,780,1
1.000000000000e-05,240,780,1
5.000000000000e-06,240,780,1
3.000000000000e-06,240,780,1
2.000000000000e-06,240,780,1
2.500000000000e-05,240,800,1
1.000000000000e-05,240,800,1
5.000000000000e-06,240,800,1
3.000000000000e-06,240,800,1
2.000000000000e-06,240,800,1
2.500000000000e-05,240,820,1
1.000000000000e-05,240,820,1
5.000000000000e-06,240,820,1
3.000000000000e-06,240,820,1
2.000000000000e-06,240,820,1
2.500000000000e-05,240,840,1
1.000000000000e-05,240,840,1
5.000000000000e-06,240,840,1
3.000000000000e-06,240,840,1
2.000000000000e-06,240,840,1
2.500000000000e-05,240,860,1
1.000000000000e-05,240,860,1
5.000000000000e-06,240,860,1
3.000000000000e-06,240,860,1
2.000000000000e-06,240,860,1
2.500000000000e-05,240,880,1
1.000000000000e-05,240,880,1
5.000000000000e-06,240,880,1
3.000000000000e-06,240,880,1
2.000000000000e-06,240,880,1
2.500000000000e-05,240,900,1
1.000000000000e-05,240,900,1
5.000000000000e-06,240,900,1
3.000000000000e-06,240,900,1
2.000000000000e-06,240,900,1
2.500000000000e-05,240,920,1
1.000000000000e-05,240,920,1
5.000000000000e-06,240,920,1
3.000000000000e-06,240,920,1
2.000000000000e-06,240,920,1
2.500000000000e-05,240,940,1
1.000000000000e-05,240,940,1
5.000000000000e-06,240,940,1
3.000000000000e-06,240,940,1
2.000000000000e-06,240,940,1
2.500000000000e-05,240,960,1
1.000000000000e-05,240,960,1
5.000000000000e-06,240,960,1
3.000000000000e-06,240,960,1
2.000000000000e-06,240,960,1
2.500000000000e-05,240,980,1
1.000000000000e-05,240,980,1
5.000000000000e-06,240,980,1
3.000000000000e-06,240,980,1
2.000000000000e-06,240,980,1
2.500000000000e-05,240,1000,1
1.000000000000e-05,240,1000,1
5.000000000000e-06,240,1000,1
3.000000000000e-06,240,1000,1
2.000000000000e-06,240,1000,1
2.500000000000e-05,260,0,1
1.000000000000e-05,260,0,0
5.000000000000e-06,260,0,0
3.000000000000e-06,260,0,0
2.000000000000e-06,260,0,0
2.500000000000e-05,260,20,1
1.000000000000e-05,260,20,0
5.000000000000e-06,260,20,0
3.000000000000e-06,260,20,0
2.000000000000e-06,260,20,0
2.500000000000e-05,260,40,1
1.000000000000e-05,260,40,0
5.000000000000e-06,260,40,0
3.000000000000e-06,260,40,0
2.000000000000e-06,260,40,0
2.500000000000e-05,260,60,1
1.000000000000e-05,260,60,1
5.000000000000e-06,260,60,0
3.000000000000e-06,260,60,0
2.000000000000e-06,260,60,0
2.500000000000e-05,260,80,1
1.000000000000e-05,260,80,1
5.000000000000e-06,260,80,0
3.000000000000e-06,260,80,0
2.000000000000e-06,260,80,0
2.500000000000e-05,260,100,1
1.000000000000e-05,260,100,1
5.000000000000e-06,260,100,1
3.000000000000e-06,260,100,0
2.000000000000e-06,260,100,0
2.500000000000e-05,260,120,1
1.000000000000e-05,260,120,1
5.000000000000e-06,260,120,1
3.000000000000e-06,260,120,0
2.000000000000e-06,260,120,0
2.500000000000e-05,260,140,1
1.000000000000e-05,260,140,1
5.000000000000e-06,260,140,1
3.000000000000e-06,260,140,1
2.000000000000e-06,260,140,0
2.500000000000e-05,260,160,1
1.000000000000e-05,260,160,1
5.000000000000e-06,260,160,1
3.000000000000e-06,260,160,1
2.000000000000e-06,260,160,0
2.500000000000e-05,260,180,1
1.000000000000e-05,260,180,1
5.000000000000e-06,260,180,1
3.000000000000e-06,260,180,1
2.000000000000e-06,260,180,1
2.500000000000e-05,260,200,1
1.000000000000e-05,260,200,1
5.000000000000e-06,260,200,1
3.000000000000e-06,260,200,1
2.000000000000e-06,260,200,1
2.500000000000e-05,260,220,1
1.000000000000e-05,260,220,1
5.000000000000e-06,260,220,1
3.000000000000e-06,260,220,1
2.000000000000e-06,260,220,1
2.500000000000e-05,260,240,1
1.000000000000e-05,260,240,1
5.000000000000e-06,260,240,1
3.000000000000e-06,260,240,1
2.000000000000e-06,260,240,1
2.500000000000e-05,260,260,1
1.000000000000e-05,260,260,1
5.000000000000e-06,260,260,1
3.000000000000e-06,260,260,1
2.000000000000e-06,260,260,1
2.500000000000e-05,260,280,1
1.000000000000e-05,260,280,1
5.000000000000e-06,260,280,1
3.000000000000e-06,260,280,1
2.000000000000e-06,260,280,1
2.500000000000e-05,260,300,1
1.000000000000e-05,260,300,1
5.000000000000e-06,260,300,1
3.000000000000e-06,260,300,1
2.000000000000e-06,260,300,1
2.500000000000e-05,260,320,1
1.000000000000e-05,260,320,1
5.000000000000e-06,260,320,1
3.000000000000e-06,260,320,1
2.000000000000e-06,260,320,1
2.500000000000e-05,260,340,1
1.000000000000e-05,260,340,1
5.000000000000e-06,260,340,1
3.000000000000e-06,260,340,1
2.000000000000e-06,260,340,1
2.500000000000e-05,260,360,1
1.000000000000e-05,260,360,1
5.000000000000e-06,260,360,1
3.000000000000e-06,260,360,1
2.000000000000e-06,260,360,1
2.500000000000e-05,260,380,1
1.000000000000e-05,260,380,1
5.000000000000e-06,260,380,1
3.000000000000e-06,260,380,1
2.000000000000e-06,260,380,1
2.500000000000e-05,260,400,1
1.000000000000e-05,260,400,1
5.000000000000e-06,260,400,1
3.000000000000e-06,260,400,1
2.000000000000e-06,260,400,1
2.500000000000e-05,260,420,1
1.000000000000e-05,260,420,1
5.000000000000e-06,260,420,1
3.000000000000e-06,260,420,1
2.000000000000e-06,260,420,1
2.500000000000e-05,260,440,1
1.000000000000e-05,260,440,1
5.000000000000e-06,260,440,1
3.000000000000e-06,260,440,1
2.000000000000e-06,260,440,1
2.500000000000e-05,260,460,1
1.000000000000e-05,260,460,1
5.000000000000e-06,260,460,1
3.000000000000e-06,260,460,1
2.000000000000e-06,260,460,1
2.500000000000e-05,260,480,1
1.000000000000e-05,260,480,1
5.000000000000e-06,260,480,1
3.000000000000e-06,260,480,1
2.000000000000e-06,260,480,1
2.500000000000e-05,260,500,1
1.000000000000e-05,260,500,1
5.000000000000e-06,260,500,1
3.000000000000e-06,260,500,1
2.000000000000e-06,260,500,1
2.500000000000e-05,260,520,1
1.000000000000e-05,260,520,1
5.000000000000e-06,260,520,1
3.000000000000e-06,260,520,1
2.000000000000e-06,260,520,1
2.500000000000e-05,260,540,1
1.000000000000e-05,260,540,1
5.000000000000e-06,260,540,1
3.000000000000e-06,260,540,1
2.000000000000e-06,260,540,1
2.500000000000e-05,260,560,1
1.000000000000e-05,260,560,1
5.000000000000e-06,260,560,1
3.000000000000e-06,260,560,1
2.000000000000e-06,260,560,1
2.500000000000e-05,260,580,1
1.000000000000e-05,260,580,1
5.000000000000e-06,260,580,1
3.000000000000e-06,260,580,1
2.000000000000e-06,260,580,1
2.500000000000e-05,260,600,1
1.000000000000e-05,260,600,1
5.000000000000e-06,260,600,1
3.000000000000e-06,260,600,1
2.000000000000e-06,260,600,1
2.500000000000e-05,260,620,1
1.000000000000e-05,260,620,1
5.000000000000e-06,260,620,1
3.000000000000e-06,260,620,1
2.000000000000e-06,260,620,1
2.500000000000e-05,260,640,1
1.000000000000e-05,260,640,1
5.000000000000e-06,260,640,1
3.000000000000e-06,260,640,1
2.000000000000e-06,260,640,1
2.500000000000e-05,260,660,1
1.000000000000e-05,260,660,1
5.000000000000e-06,260,660,1
3.000000000000e-06,260,660,1
2.000000000000e-06,260,660,1
2.500000000000e-05,260,680,1
1.000000000000e-05,260,680,1
5.000000000000e-06,260,680,1
3.000000000000e-06,260,680,1
2.000000000000e-06,260,680,1
2.500000000000e-05,260,700,1
1.000000000000e-05,260,700,1
5.000000000000e-06,260,700,1
3.000000000000e-06,260,700,1
2.000000000000e-06,260,700,1
2.500000000000e-05,260,720,1
1.000000000000e-05,260,720,1
5.000000000000e-06,260,720,1
3.000000000000e-06,260,720,1
2.000000000000e-06,260,720,1
2.500000000000e-05,260,740,1
1.000000000000e-05,260,740,1
5.000000000000e-06,260,740,1
3.000000000000e-06,260,740,1
2.000000000000e-06,260,740,1
2.500000000000e-05,260,760,1
1.000000000000e-05,260,760,1
5.000000000000e-06,260,760,1
3.000000000000e-06,260,760,1
2.000000000000e-06,260,760,1
2.500000000000e-05,260,780,1
1.000000000000e-05,260,780,1
5.000000000000e-06,260,780,1
3.000000000000e-06,260,780,1
2.000000000000e-06,260,780,1
2.500000000000e-05,260,800,1
1.000000000000e-05,260,800,1
5.000000000000e-06,260,800,1
3.000000000000e-06,260,800,1
2.000000000000e-06,260,800,1
2.500000000000e-05,260,820,1
1.000000000000e-05,260,820,1
5.000000000000e-06,260,820,1
3.000000000000e-06,260,820,1
2.000000000000e-06,260,820,1
2.500000000000e-05,260,840,1
1.000000000000e-05,260,840,1
5.000000000000e-06,260,840,1
3.000000000000e-06,260,840,1
2.000000000000e-06,260,840,1
2.500000000000e-05,260,860,1
1.000000000000e-05,260,860,1
5.000000000000e-06,260,860,1
3.000000000000e-06,260,860,1
2.000000000000e-06,260,860,1
2.500000000000e-05,260,880,1
1.000000000000e-05,260,880,1
5.000000000000e-06,260,880,1
3.000000000000e-06,260,880,1
2.000000000000e-06,260,880,1
2.500000000000e-05,260,900,1
1.000000000000e-05,260,900,1
5.000000000000e-06,260,900,1
3.000000000000e-06,260,900,1
2.000000000000e-06,260,900,1
2.500000000000e-05,260,920,1
1.000000000000e-05,260,920,1
5.000000000000e-06,260,920,1
3.000000000000e-06,260,920,1
2.000000000000e-06,260,920,1
2.500000000000e-05,260,940,1
1.000000000000e-05,260,940,1
5.000000000000e-06,260,940,1
3.000000000000e-06,260,940,1
2.000000000000e-06,260,940,1
2.500000000000e-05,260,960,1
1.000000000000e-05,260,960,1
5.000000000000e-06,260,960,1
